Year,Rep,Row ,Inbred Code,DTA(days),DTS(days),ASI(days),EH(cm),PH(cm),NOR/C,NOK/R,HGW(g),DTM(days),Fe(mg/kg),Zn(mg/kg)
Aut-25,2,85,S1654,64,65,1,75.33,131.5,14,24,20.9,110,37.1,31
Aut-25,2,86,S1621,66,68,2,78.543,139.78,16,26,16.8,103,39.8,22
Aut-25,2,87,S1742,63,65,2,58.67,123.67,12,25,12.6,100,28.9,28.9
Aut-25,2,88,SSM1754,58,59,1,73.78,138.78,14,24,23.5,99,42.8,19.9
Aut-25,2,89,SSM2014,59,60,1,69.45,147.78,18,23,22.6,103,31.9,26.8
Aut-25,2,90,S1636,63,65,2,59.11,126.67,16,20,24.1,113,47.8,29.9
Aut-25,2,91,SSM21233,65,66,1,61.9,115.77,16,19,22.9,115,39.6,34.7
Aut-25,2,92,SSM1814,65,68,3,70.56,156.78,16,22,19.8,105,32,31.1
Aut-25,2,93,SSM1742,60,63,3,57.67,117.78,12,28,22.7,110,46.7,19.1
Aut-25,2,94,S1621-1,63,64,1,73.5,125.78,18,23,21.9,110,38.9,39.9
Aut-25,2,95,S17412,60,62,2,73.4,128.67,14,24,17.7,103,42.3,19.5
Aut-25,2,96,S20878,66,69,3,81.99,151.78,18,25,14.3,109,44.1,28.9
Aut-25,2,97,S2021-1-23,67,70,3,78.56,136.78,18,24,17.1,106,38.9,28.9
Aut-25,2,98,S2212-3-2,67,69,2,75.5,139.89,16,25,15.9,105,45.6,25.5
Aut-25,2,99,SS2120,65,67,2,79.71,139.8,12,28,24.7,110,25.7,21
Aut-25,2,100,SS18215,66,67,1,58.98,133.67,12,22,21.1,107,50.9,30.5
Aut-25,2,101,SSM2120,58,60,2,75.67,135.67,16,25,24.8,98,20.5,13
Aut-25,2,102,SSM1854,62,64,2,69.99,148.89,12,23,26.5,105,47.8,36.7
Aut-25,2,103,SSM1854-1,65,68,3,89.5,160.67,14,26,21.1,101,36.9,28.5
Aut-25,2,104,SSM1841,58,59,1,56.45,120.99,16,27,11.5,100,38.1,34.1
Aut-25,2,105,SSP2014,62,65,3,53.67,118.7,14,24,21.4,108,37.1,29.6
Aut-25,2,106,SSP1821,62,64,2,81.56,159.9,16,28,26.9,110,49.1,27.5
Aut-25,2,107,SSM1845,63,65,2,77.67,137.8,18,26,22.5,115,18.9,15.7
Aut-25,2,108,S2016,65,69,4,62.67,146.78,12,27,19.1,113,28.4,20.9
Aut-25,2,109,SS1823,68,71,3,65.67,129.67,12,23,13.1,114,35.1,28.2
Aut-25,2,110,S2120-1-1,65,67,2,73.24,126.56,14,24,19.7,109,33.1,29.7
Aut-25,2,111,S1821,59,60,1,67.78,119.45,18,26,26.5,109,40.9,32.5
Aut-25,2,112,S1976,67,69,2,66.78,123.56,16,23,22.6,111,39.4,16.8
Aut-25,2,113,S1768.,60,61,1,79.89,137.67,18,21,21.4,110,33,19.9
Aut-25,2,114,SSM1826,64,65,1,71.56,130.89,16,24,19.1,109,25.7,12.3
Aut-25,2,115,S1749,63,66,3,65.66,126.7,14,24,22.1,115,51.6,38.5
Aut-25,2,116,S1824,64,65,1,79.78,129.67,12,22,17.4,112,43.7,15.8
Aut-25,2,117,SS2018,66,67,1,71.67,123.67,18,21,20.7,109,33.5,19.1
Aut-25,2,118,SSM2120-1,59,60,1,66.77,124.67,14,23,26.3,103,40.5,25.3
Aut-25,2,119,SS1858,62,65,3,73.8,134.56,16,21,21.7,106,34.8,26.5
Aut-25,2,120,SS2122-2-2,63,65,2,81.56,151.54,16,24,24.6,115,48.9,29.1
Aut-25,2,121,SSM2120-1-3,62,63,1,73.45,134,16,23,21.3,120,40,30.9
Aut-25,2,122,SS2321,66,68,2,79.56,142.5,14,22,20.1,104,37.8,24.9
Aut-25,2,123,SS2023,59,61,2,63.56,113.56,16,23,18.1,116,38.7,25.8
Aut-25,2,124,SS2061,58,59,1,71.45,109.89,16,22,23.9,114,40.2,28.9
Aut-25,2,125,SSM2019,59,63,4,68.67,116.67,16,26,17.6,110,37.1,32
